Filename,position,segment,syllable,F1 (Hz),F2 (Hz),F3 (Hz),performer
65,ictus,a,2,862.0567832,1363.401687,2267.201266,LK
65,ictus,ai,2,950.2894823,1380.023845,2112.860235,LK
65,ictus,aː,2,922.5333976,1421.449921,2322.239819,LK
65,ictus,uː,2,486.3020602,1075.600441,2304.011651,LK
65,ictus,u,2,662.6909803,1027.493038,2261.540566,LK
65,ictus,a,2,892.855915,1370.46561,2432.023357,LK
65,ictus,y,2,557.9943671,1602.01247,2352.54356,LK
65,ictus,a,2,955.5349296,1495.497025,2188.163929,LK
65,ictus,ei,2,669.8176031,1252.583294,2551.560809,LK
65,ictus,a,2,1042.70677,1442.473462,2943.824393,LK
65,ictus,o,2,791.6051942,1258.036789,2231.836129,LK
65,ictus,u,2,549.0413879,1177.482534,2000.725916,LK
65,ictus,al,2,950.5027497,1394.348491,2356.485394,LK
65,ictus,o,2,599.8902627,1184.337046,2450.039563,LK
65,ictus,a,2,929.3392472,1352.632145,1972.752108,LK
65,ictus,ei,2,514.5432303,1231.733512,2639.90589,LK
65,ictus,al,2,983.0048577,1408.149565,2256.513828,LK
65,ictus,o,2,584.3624306,1053.724934,2382.928176,LK
65,ictus,y,2,878.7841801,1678.503823,2569.828131,LK
65,ictus,ol,2,663.0318315,1036.695022,2566.711948,LK
65,ictus,al,2,927.498875,1399.956421,2035.331925,LK
65,ictus,o,2,685.3520294,1265.390825,2671.021789,LK
65,ictus,e,2,703.0708081,1664.886133,2611.790796,LK
65,ictus,oː,2,968.9826455,1170.790137,1418.677711,LK
65,ictus,ei,2,653.5553983,1464.749627,2318.471854,LK
65,ictus,u,2,540.3738228,1075.750991,2266.907121,LK
65,ictus,iː,2,374.067788,1317.863732,2940.343294,LK
65,ictus,øøː,2,468.2703481,1903.458823,2586.171123,LK
65,ictus,eil,2,466.7293066,2161.838133,2287.848714,LK
65,ictus,øː,2,581.6733648,1513.457065,2236.206904,LK
65,ictus,i,2,622.0148055,1292.625857,2771.167059,LK
65,ictus,u,2,547.3428564,1070.25477,2246.510631,LK
65,ictus,a,2,901.0085677,1415.271745,2468.297929,LK
65,ictus,aː,2,921.227242,1286.698563,2057.060922,LK
65,ictus,eiː,2,653.4861925,2318.54198,2881.865715,LK
65,ictus,ul,2,642.7433908,1520.513445,2001.690138,LK
65,ictus,uː,2,605.1757384,948.5479323,2208.43903,LK
65,ictus,i,2,538.6352875,1769.946407,2639.342369,LK
65,ictus,y,2,522.363664,1759.737155,2565.496294,LK
65,ictus,yl,2,630.8513699,1708.815404,1797.672544,LK
65,ictus,a,2,934.6694086,1482.710584,1831.099529,LK
41,ictus,ai,2,730.7153028,1140.540189,2447.019961,LK
41,ictus,al,2,519.2274914,1194.956581,2326.849458,LK
41,ictus,al,2,963.5455703,1502.126838,1954.246407,LK
41,ictus,a,2,1022.286324,1573.195081,1876.816476,LK
41,ictus,e,2,581.7863868,1245.51695,2505.893015,LK
41,ictus,ai,2,750.270736,1098.554046,2467.958197,LK
41,ictus,iː,2,591.1806529,893.0859831,2632.770552,LK
41,ictus,i,2,590.3268503,1255.702772,2596.552885,LK
41,ictus,i,2,434.9392314,1870.367783,2808.785372,LK
41,ictus,ɵ,2,598.2591441,1614.680956,2977.296719,LK
41,ictus,oː,2,588.7931398,1137.878868,2394.183409,LK
41,ictus,oː,2,610.4076007,1088.074777,2489.962517,LK
41,ictus,ai,2,858.3874239,1205.024408,2009.025242,LK
41,ictus,ai,2,558.5073976,1291.052808,2515.526434,LK
41,ictus,y,2,582.2736797,1149.140851,2090.641414,LK
41,ictus,y,2,583.8580327,1327.529406,1993.023824,LK
41,ictus,y,2,415.9892044,1627.100351,1951.926013,LK
41,ictus,y,2,503.2963839,1215.180945,2054.62432,LK
41,ictus,ai,2,830.7070272,1562.653071,1651.325219,LK
41,ictus,a,2,615.0404611,1430.992818,2347.644706,LK
41,ictus,a,2,747.0977714,1437.164612,2307.074888,LK
41,ictus,a,2,823.6175638,1397.042696,2401.558936,LK
41,ictus,a,2,955.7193563,1570.342989,2683.627324,LK
41,ictus,a,2,842.7380974,1349.313592,1737.991637,LK
41,ictus,u,2,566.3680858,1181.119085,1968.226231,LK
41,ictus,i,2,541.3337081,2606.822028,2937.119846,LK
41,ictus,e,2,575.379253,1247.081824,2517.302948,LK
69,ictus,a,2,728.9343473,1892.541486,2883.953793,LO
69,ictus,e,2,701.4950089,2083.01511,2471.160208,LO
69,ictus,øː,2,443.9305173,1896.253802,2135.32279,LO
69,ictus,o,2,890.8071085,1099.706415,2557.741586,LO
69,ictus,i,2,318.0196147,2150.469623,3297.21434,LO
69,ictus,u,2,426.3583743,1547.48255,2104.777074,LO
77,ictus,o,2,560.4810346,999.9609191,2179.876561,LO
77,ictus,o,2,727.5924788,1278.880695,1760.692717,LO
77,ictus,e,2,399.2852453,844.7067287,1738.859895,LO
92,ictus,i,2,661.7981443,1361.417554,2474.579584,LK
92,ictus,ul,2,478.8527466,1848.8768,2099.029463,LK
92,ictus,a,2,812.3607353,1270.931748,2488.26276,LK
92,ictus,a,2,1047.209378,1350.155876,2822.751824,LK
92,ictus,ɵi,2,453.0076553,1582.739035,2738.273593,LK
92,ictus,aː,2,802.89438,1293.642351,2334.509933,LK
92,ictus,a,2,899.4529725,1419.300408,1804.184852,LK
92,ictus,ɵ,2,661.7981024,1608.185857,2493.392098,LK
92,ictus,i,2,404.2295402,1598.507272,2772.69786,LK
92,ictus,ul,2,480.3592854,1552.307324,2124.102071,LK
92,ictus,i,2,545.8821592,1739.281576,2723.395066,LK
92,ictus,iiː,2,512.4936993,2514.13921,2744.030105,LK
92,ictus,uiː,2,656.528128,1914.542764,2359.538523,LK
92,ictus,ɵi,2,484.0547619,1306.268598,2425.462736,LK
92,ictus,ɵː,2,886.708125,1405.994853,2266.270662,LK
94,ictus,i,2,489.0121771,1205.744719,2648.09182,LK
94,ictus,a,2,635.8690267,1167.706194,1912.157544,LK
94,ictus,ul,2,652.0563625,1087.551478,2303.498073,LK
94,ictus,ei,2,754.9829083,1527.123202,2605.569022,LK
94,ictus,ul,2,537.7445227,1224.965221,2070.06401,LK
94,ictus,u,2,673.4021213,1070.249414,2276.360142,LK
94,ictus,eil,2,676.6224101,2519.171713,2574.130257,LK
94,ictus,æi,2,709.8855636,1738.004754,2481.256226,LK
94,ictus,uiː,2,594.4396151,1432.831189,2437.329407,LK
94,ictus,æ,2,728.7266551,1601.069588,2216.081659,LK
94,ictus,a,2,821.1066623,1292.97587,2374.175602,LK
94,ictus,a,2,802.5725493,1474.95475,2376.964231,LK
94,ictus,yyː,2,421.0078039,749.3493522,2044.160668,LK
94,ictus,ul,2,669.2693961,1379.228999,2012.880717,LK
94,ictus,a,2,913.0585374,1565.9546,2026.136139,LK
94,ictus,a,2,905.9436681,1366.740557,1971.87067,LK
94,ictus,e,2,742.3506236,1564.636931,2487.506838,LK
94,ictus,e,2,624.1034541,1419.3539,2484.09841,LK
94,ictus,a,2,936.7443592,1087.15434,1622.035989,LK
94,ictus,yyː,2,521.5028054,1603.55086,2340.313862,LK
94,ictus,iː,2,480.1078131,2140.350813,2983.030352,LK
94,ictus,iː,2,367.2351538,1824.106024,2923.761659,LK
94,ictus,a,2,833.5176914,1431.557376,2499.170819,LK
94,ictus,ae,2,729.9410804,1664.683966,2006.122392,LK
94,ictus,ɵ,2,589.4621925,1431.232007,2603.142636,LK
94,ictus,i,2,469.6361518,1614.491484,2750.853232,LK
94,ictus,u,2,664.1757922,976.2390673,1734.864593,LK
94,ictus,ɵ,2,767.2007426,1454.525912,2687.96552,LK
94,ictus,i,2,687.8659084,1695.359188,2750.466368,LK
94,ictus,u,2,698.2820116,966.8081581,1986.667867,LK
